10:37:21.297 [main] INFO  c.browserstack.BrowserStackJavaAgent - Selenium version detected - 4.26.0
10:37:21.305 [main] INFO  c.browserstack.BrowserStackJavaAgent - Appium version detected - 
10:37:21.694 [main] DEBUG c.b.config.BrowserStackConfig - Cli Config passed - {basedir=C\:\\Users\\harishkannan.sukumar\\IdeaProjects\\ContinousIntegration, idea.version=2024.1.4, user.dir=C\:\\Users\\harishkannan.sukumar\\IdeaProjects\\ContinousIntegration, localrepository=C\:\\Users\\harishkannan.sukumar\\.m2\\repository}
10:37:21.696 [main] INFO  c.browserstack.utils.UtilityMethods - BrowserStack Yml Detected : C:\Users\harishkannan.sukumar\IdeaProjects\ContinousIntegration\browserstack.yml
10:37:21.800 [main] INFO  c.b.config.BrowserStackConfig - Detected Framework testng
10:37:21.816 [main] INFO  c.b.config.BrowserStackConfig - Setting value of testObservability as specified in your browserstack.yml to true
10:37:22.705 [main] INFO  c.browserstack.BrowserStackJavaAgent - Framework set to testng
10:37:25.823 [main] INFO  c.browserstack.BrowserStackJavaAgent - Project and debug logs are captured by default. To disable, set disableAutoCaptureLogs: true in config.
10:37:28.219 [main] INFO  c.browserstack.BrowserStackJavaAgent - Starting BrowserStack Local......
10:37:44.994 [main] INFO  com.browserstack.LocalFactory - BrowserStack Local Started Successfully.
20:59:31.779 [main] INFO  c.browserstack.BrowserStackJavaAgent - Selenium version detected - 4.26.0
20:59:31.787 [main] INFO  c.browserstack.BrowserStackJavaAgent - Appium version detected - 
20:59:32.087 [main] DEBUG c.b.config.BrowserStackConfig - Cli Config passed - {basedir=C\:\\Users\\harishkannan.sukumar\\IdeaProjects\\ContinousIntegration, idea.version=2024.1.4, user.dir=C\:\\Users\\harishkannan.sukumar\\IdeaProjects\\ContinousIntegration, localrepository=C\:\\Users\\harishkannan.sukumar\\.m2\\repository}
20:59:32.088 [main] INFO  c.browserstack.utils.UtilityMethods - BrowserStack Yml Detected : C:\Users\harishkannan.sukumar\IdeaProjects\ContinousIntegration\browserstack.yml
20:59:32.173 [main] INFO  c.b.config.BrowserStackConfig - Detected Framework testng
20:59:32.185 [main] INFO  c.b.config.BrowserStackConfig - Setting value of testObservability as specified in your browserstack.yml to true
20:59:36.522 [main] INFO  c.browserstack.BrowserStackJavaAgent - Framework set to testng
20:59:41.481 [main] INFO  c.browserstack.BrowserStackJavaAgent - Project and debug logs are captured by default. To disable, set disableAutoCaptureLogs: true in config.
20:59:44.672 [main] INFO  c.browserstack.BrowserStackJavaAgent - Starting BrowserStack Local......
20:59:56.734 [main] INFO  com.browserstack.LocalFactory - BrowserStack Local Started Successfully.
23:08:09.550 [main] INFO  c.browserstack.BrowserStackJavaAgent - Selenium version detected - 4.26.0
23:08:09.556 [main] INFO  c.browserstack.BrowserStackJavaAgent - Appium version detected - 
23:08:09.801 [main] DEBUG c.b.config.BrowserStackConfig - Cli Config passed - {}
23:08:09.803 [main] INFO  c.browserstack.utils.UtilityMethods - BrowserStack Yml Detected : C:\Users\harishkannan.sukumar\IdeaProjects\ContinousIntegration\browserstack.yml
23:08:09.883 [main] INFO  c.b.config.BrowserStackConfig - Detected Framework testng
23:08:09.894 [main] INFO  c.b.config.BrowserStackConfig - Setting value of testObservability as specified in your browserstack.yml to true
23:08:10.920 [main] INFO  c.browserstack.BrowserStackJavaAgent - Framework set to testng
23:08:17.050 [main] INFO  c.browserstack.BrowserStackJavaAgent - Project and debug logs are captured by default. To disable, set disableAutoCaptureLogs: true in config.
23:08:20.326 [main] INFO  c.browserstack.BrowserStackJavaAgent - Starting BrowserStack Local......
23:08:30.023 [main] INFO  com.browserstack.LocalFactory - BrowserStack Local Started Successfully.
23:08:50.518 [SIGINT handler] INFO  c.b.utils.ExitSignalHandler - Shutdown triggered by: INT 2
23:08:50.800 [Thread-0] INFO  c.browserstack.utils.LogReportingAPI - Visit https://observability.browserstack.com/builds/vb9ye7lxahqpgrsmbitjtqr4ioyjs0hqeufgofto to view build report, insights, and many more debugging information all at one place!

23:08:50.801 [Thread-0] INFO  c.b.config.BrowserStackConfig - INFO
09:00:47.977 [main] WARN  c.b.config.BrowserStackConfig - Test Observability could not be enabled because framework detected is null. We currently support frameworks testng, cucumber-testng & serenity
09:00:48.130 [main] DEBUG c.b.monitoring.PerformanceTester - Failed to append key metrics to file C:\Users\harishkannan.sukumar\IdeaProjects\ContinousIntegration\logs\key-metrics.json
09:00:50.258 [main] DEBUG c.b.utils.FunnelInstrumentation - Error in getting Product:
java.lang.NullPointerException: Cannot invoke "String.equalsIgnoreCase(String)" because the return value of "com.browserstack.config.BrowserStackConfig.getFramework()" is null
	at com.browserstack.utils.FunnelInstrumentation.a(Unknown Source)
	at java.base/java.util.stream.MatchOps$1MatchSink.accept(MatchOps.java:90)
